reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9483c31c-d8c7-417d-b6c7-ea4a6e75741d,Seputarr Musik,https://play-lh.googleusercontent.com/a-/ALV-UjVCYNMKlh79eeR_KJUUvvD7_hKkBvv-4IhGJbJYiHwIXEy-1cU,"Lucu asli, kalo buka realtime trx harganya Rp.2515 sedangkan mode pro reku harga per trx Rp.2525. lu transaksi sebagai pembeli bisa jual diharga mode pronya. Tapi giliran transaksi jual harus mode lightning. Apa ngga sedih sama exchange lokal wkwk",1,0,,2024-10-10 07:50:23,"Hai Sobat Reku, Mohon maaf atas ketidaknyamanannya ya. Jika ada kendala bisa hubungi LiveChat 24/7 http://reku.id/livechat kami ya, atau bisa ke email cs@reku.id agar kendalanya dapat segera dibantu. Terima kasih.",2024-10-10 08:02:01,
47c18db9-e6e2-4b02-b413-3b803bad9f30,M Nur Is,https://play-lh.googleusercontent.com/a-/ALV-UjUYHRVbpbwTqdf6nXqyUYMSJFsK76-9Mli3vivJrw9twOhk4Drc,"aplikasi REKU adalah dompet yang sama juga mutu nya dengan Dompet kartu Bank yang ada di Indonesia. selain terpercaya, juga REKU mudah untuk melakukan transaksi perbankan.",5,0,4.1.07,2024-10-09 14:15:50,Hai Sobat Reku. Terima kasih sudah menggunakan aplikasi Reku ya. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi Reku. Semoga hari kakak menyenangkan ya! 😊,2024-10-09 14:31:37,4.1.07
3c928ec9-5aac-496b-9c07-42994db1f7ea,Yeni Anggraeni,https://play-lh.googleusercontent.com/a-/ALV-UjUexrLeXDgMeLX1ed0eDm1YI6MCl8Py-OqNOPg8WYaY26bOyQE,ok,5,0,4.1.06,2024-10-09 12:34:28,Hai Sobat Reku. Terima kasih sudah menggunakan aplikasi Reku ya. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi Reku. Semoga hari kakak menyenangkan ya! 😊,2024-10-09 12:57:11,4.1.06
34c0b8ed-6c45-449d-8246-b5bc087a0119,RD PLAYER,https://play-lh.googleusercontent.com/a-/ALV-UjXqiF3g-k9Hl5DWq1LrZSibblJmYiBOdBGHiwziqDmE-m7Wzlbn,"tambah mahal,, jarak jual dan belinya terlalu gede.,, masa iya skali beli kepotong 10%, 30%",3,0,,2024-10-09 11:19:33,"Hai Sobat Reku. Untuk Spread selisih perbedaan harga di Aset Kripto itu menentukan Likuiditas dan Volatilitas Harga aset cryptonya Kak. Jika ada kendala bisa hubungi LiveChat 24/7 http://reku.id/livechat kami ya, atau bisa ke email cs@reku.id agar kendalanya dapat segera dibantu. Terima kasih.",2024-10-09 12:35:03,
00ae7455-1990-4013-8a78-517eb61aa0ac,Thoni Hermawan,https://play-lh.googleusercontent.com/a-/ALV-UjWocDNy060b7GR7s8KGFsN39natZ45FXHNGx7TIWXAfZOX8jj0,"Aplikasi ini bagus untuk berdagang kripto, tampilan juga mudah di pahami tidak ribet, pakai ini saat mau daftar ❣️ nakama ❣️ sangat kompetitif untuk perdagangan yang efisien tanpa biaya yang besar, permintaan topup dan penarikan diproses dengan cepat, ini merupakan nilai tambah yang sangat besar, di tambah pelayanan cs sangat cepat respon, reku salah satu platform andalan, sangat rekomendasi untuk pemakaian. 👍",5,0,4.1.07,2024-10-09 05:37:40,Hai Sobat Reku. Terima kasih sudah menggunakan aplikasi Reku ya. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi Reku. Semoga hari kakak menyenangkan ya! 😊,2024-10-09 06:10:07,4.1.07
e5ab941b-9f55-4344-9f68-609ccce6e25e,Dicky Setyadi,https://play-lh.googleusercontent.com/a-/ALV-UjXLtk5Uw0va933XO1amuldsSfB3cVCtFdG5E5H72pto1etkYdU,baru mau coba muda mudahan apk nya bagus,5,0,4.1.07,2024-10-08 12:20:08,"Halo Sobat Reku! Terima kasih atas penilaian baiknya. Semoga pengalaman kakak menggunakan aplikasi Reku menyenangkan ya. Kalau ada pertanyaan atau kendala, jangan ragu untuk hubungi Customer Success Reku lewat layanan Livechat yang bisa diakses di link reku.id/livechat tim Customer Success Reku akan dengan senang hati membantu. Sehat selalu ya kak!",2024-10-08 12:23:01,4.1.07
e41e0551-f8a7-461b-9e7b-db208da0d4ea,syihab Burachman,https://play-lh.googleusercontent.com/a-/ALV-UjWC0oJI67LuRMyaZylRO_Y7L5iiGwDIkmS4SPXYEurZUObAYYg,udh Joss pokoknya,5,0,4.1.07,2024-10-07 20:06:36,Hai Sobat Reku. Terima kasih sudah menggunakan aplikasi Reku ya. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi Reku. Semoga hari kakak menyenangkan ya! 😊,2024-10-07 21:12:33,4.1.07
71aca224-e483-4f97-8580-875f3d4720f8,Harun Firdaus,https://play-lh.googleusercontent.com/a-/ALV-UjWh6lAD9LeqkII51gGwPH3CUlA20XFseU9mzKqSTH7p9i3IyoF4,"Exchange lokal paling mantap, admin ga ribe terus varian Bank bnyak",5,0,,2024-10-07 18:40:22,Hai Sobat Reku. Terima kasih sudah menggunakan aplikasi Reku ya. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi Reku. Semoga hari kakak menyenangkan ya! 😊,2024-10-07 23:14:43,
50dfb0de-5a58-4745-8ef8-81d2d41701f7,Andre Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjWllxil_8BVrSNvqkLY8ns2HFfLuxc-bPiATvahC9avUd495Yd_,Sekuritas paraah mines 5 persen abis itu naik 9 persen harusnya udah profit 4 persen ini malah masih mines 4 persen kocak giliran turun aja grecep saldo ngurang nyaa gliran naik di sekuritas lain naik disini malah mines ajaa kocakkk,1,0,,2024-10-07 13:28:08,"Kita infokan, jika ada transaksi beli kakak lakukan di harga yang jauh lebih tinggi daripada harga Aset Kripto itu di saat ini, bisa menyebabkan persentase minus di Portfolio nya kak. Kalau ada kendala atau pertanyaan, kakak bisa hubungi kita lewat Livechat melalui link reku.id/livechat agar bisa segera dibantu ya kendalanya. Terima kasih.",2024-10-07 14:14:18,
f13b1469-2b7f-4e1d-81da-31d38f2518eb,Sambal Lado,https://play-lh.googleusercontent.com/a/ACg8ocLXxtdF7r7vLo3m-0Yf10xeGYpP7xwdM9BFQFtYPcC-fzaX=mo,Kirim crypto lama..bgt... Fee juga terlalu mahal... jauh diatas rata² fee market.. market fee 5k.. di sini hmpir 10k.. 2x lipat.. bhkan ada yg 5x lipat.. contoh TRX.. rata² fee market send 1 TRX - 2 TRX .. di sini 5 TRX !! Fee trade crypto juga mahal bgt.. Pantes volume trade kecil..!! Gk ada yg minat trade crypto di sini. Rata² ke saham.,2,0,4.1.07,2024-10-06 19:40:18,"Hai Sobat Reku! Mohon maaf atas ketidaknyamanannya ya. Untuk informasi detail mengenai biaya transaksi di Reku bisa langsung cek dari link berikut https://reku.id/fees kak. Jika ada kendala bisa segera hubungi LiveChat 24/7 http://reku.id/livechat kami ya, atau bisa ke email cs@reku.id agar kendalanya bisa segera dibantu. Terima kasih.",2024-10-06 19:53:20,4.1.07
