reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
642f2a07-8c38-4b2f-b3cc-dd19f1d07e4a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"potongan nya skr sangat tidak masuk akal,sudh hampir 10%",1,0,,2024-12-31 12:40:46,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2024-12-31 13:00:05,
bef09f1a-dbb3-4d1e-a782-409f583b25b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mending shopee daripada ini Ribet udah gitu adminnya mahal. Jangan pake tokopedia,1,0,2.224.0,2024-12-31 12:36:03,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2024-12-31 12:40:05,2.224.0
04e2fe8e-9ef7-42b7-af90-2e561d1bfca1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jualan makin susah hanya ada di Tokopedia Aplikasi banyak bug lemod padahal sinyal ngac*Ng,1,0,2.141,2024-12-31 12:29:26,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2024-12-31 12:40:07,2.141
bffc8404-ede7-4a63-ab60-776344a903af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fitur chat antara pembeli dan penjual sekarang sudah tidak ada filter. Sedangkan filter ini sangat membantu saat melihat apakah ada pesan yg terlewat atau tidak. Sehingga calon pembeli pun tidak terabaikan. 100 chat / hari. Pasti akan ada yg terlewat. Sejak integrasi dengan Tiktok bukan nya makin baik. Malah makin menyulitkan.,1,0,2.224.0,2024-12-31 11:12:47,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2024-12-31 11:20:07,2.224.0
a2f01be4-030f-470f-8ddb-b1c804ec30b9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus.,5,0,2.224.0,2024-12-31 11:04:58,"Hai Seller, Terima kasih untuk rating yang telah kamu berikan untuk aplikasi Tokopedia Seller. Jika kamu memiliki kritik dan saran serta kendala pada aplikasi Tokopedia Seller, silakan infokan melalui link berikut ya: tkp.me/supportSellerApps. Semoga toko kamu selalu laris ya :)",2024-12-31 11:20:06,2.224.0
4575840a-7b10-450c-b2a1-2dbb7574620a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sukses terus,5,0,,2024-12-31 09:45:16,"Hai Seller, Terima kasih untuk rating yang telah kamu berikan untuk aplikasi Tokopedia Seller. Jika kamu memiliki kritik dan saran serta kendala pada aplikasi Tokopedia Seller, silakan infokan melalui link berikut ya: tkp.me/supportSellerApps. Semoga toko kamu selalu laris ya :)",2024-12-31 10:00:05,
a9cbd663-c4bc-4d85-8e55-56665e15c84d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tidak bisa ubah produk. tertulis error ""Mohon update produkmu melalui desktop"" di semua produk",1,0,2.176,2024-12-31 08:20:11,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2024-12-31 08:40:05,2.176
491799bb-ec71-4170-a654-0aa2283bf73b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terima kasih sangat membantu dalam penjualan.Mohon di tingkatkan lagi untuk upload foto agar di permudah.,5,0,2.224.0,2024-12-31 08:13:31,"Hai Seller, Terima kasih untuk rating yang telah kamu berikan untuk aplikasi Tokopedia Seller. Jika kamu memiliki kritik dan saran serta kendala pada aplikasi Tokopedia Seller, silakan infokan melalui link berikut ya: tkp.me/supportSellerApps. Semoga toko kamu selalu laris ya :)",2024-12-31 08:28:01,2.224.0
84ec8d20-5760-4b88-b897-be6240c2577e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Halo developer, sekedar saran aja, dikarenakan varian cuma terbatas hanya 10 saja, jadi seller kayak saya mengakali untuk di info di catatan, namun sangat disayangkannya catatan tidak muncul saat di print out sehingga terasa kerja 2x (catat lagi dengan bolpoin) trimakasih 🙏",3,2,2.224.0,2024-12-31 07:01:05,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2024-12-31 07:20:07,2.224.0
3c01c3fa-e119-4f74-abf9-5126022ab95f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap pol,5,0,2.224.0,2024-12-31 07:01:03,"Hai Seller, Terima kasih untuk rating yang telah kamu berikan untuk aplikasi Tokopedia Seller. Jika kamu memiliki kritik dan saran serta kendala pada aplikasi Tokopedia Seller, silakan infokan melalui link berikut ya: tkp.me/supportSellerApps. Semoga toko kamu selalu laris ya :)",2024-12-31 07:20:10,2.224.0
0eb99d76-79e8-422e-90fd-0d0c305e415b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ikeuhhh,5,0,2.161,2024-12-31 00:29:12,"Hai Seller, Terima kasih untuk rating yang telah kamu berikan untuk aplikasi Tokopedia Seller. Jika kamu memiliki kritik dan saran serta kendala pada aplikasi Tokopedia Seller, silakan infokan melalui link berikut ya: tkp.me/supportSellerApps. Semoga toko kamu selalu laris ya :)",2024-12-31 00:40:05,2.161
